"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","POL","Poland","2008","2008",23.9,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","POL","Poland","2012","2012",27,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","POL","Poland","2002","2002",48.3,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","POL","Poland","2008","2008",40.5,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","POL","Poland","2012","2012",38,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2000","2000",231.6,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2002","2002",237.9,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2008","2008",223.2,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2012","2012",246.2,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2000","2000",32.4,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2002","2002",28.6,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2008","2008",31.4,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2012","2012",31.7,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2000","2000",19.7,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2002","2002",20.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2008","2008",16.4,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2012","2012",20.2,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2002","2002",263,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2008","2008",260.6,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2012","2012",276.9,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2002","2002",41,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2008","2008",42.1,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2012","2012",42.7,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2002","2002",38.5,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2008","2008",26.7,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2012","2012",28.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2000","2000",219.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2002","2002",243.4,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2008","2008",241.4,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2012","2012",249,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2000","2000",26.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2002","2002",29.7,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2008","2008",30.4,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2012","2012",33.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2000","2000",28.6,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2002","2002",30.6,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2008","2008",28.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2012","2012",30.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2000","2000",256.1,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2002","2002",264.7,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2008","2008",259.7,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2012","2012",270,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2000","2000",28.8,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2002","2002",29.8,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2008","2008",28.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2012","2012",29.2,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2000","2000",16.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2002","2002",17.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2008","2008",18.5,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2012","2012",19.1,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2000","2000",247.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2002","2002",284.6,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2008","2008",269.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2012","2012",287,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2000","2000",27.8,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2002","2002",34,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2008","2008",25.9,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2012","2012",29.4,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2000","2000",30.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2002","2002",29.2,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2008","2008",26.7,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2012","2012",27.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","TUR","Turkey","2002","2002",114.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","TUR","Turkey","2008","2008",144.8,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","TUR","Turkey","2012","2012",205.1,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","TUR","Turkey","2002","2002",8.8,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","TUR","Turkey","2008","2008",11,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","TUR","Turkey","2012","2012",16.6,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","TUR","Turkey","2002","2002",26.5,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","TUR","Turkey","2008","2008",26,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","TUR","Turkey","2012","2012",34.7,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2000","2000",247.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2002","2002",273.6,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2008","2008",269.4,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2012","2012",272.9,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2000","2000",30.3,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2002","2002",32.9,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2008","2008",29.3,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2012","2012",30.2,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2000","2000",34.7,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2002","2002",36.5,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2008","2008",31.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2012","2012",30,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","USA","United States","2002","2002",357.7,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","USA","United States","2008","2008",300.2,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","USA","United States","2012","2012",318,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","USA","United States","2002","2002",38.9,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","USA","United States","2008","2008",29.2,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","USA","United States","2012","2012",25,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","USA","United States","2002","2002",49,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","USA","United States","2008","2008",42.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","USA","United States","2012","2012",38.4,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","BRA","Brazil","2012","2012",205.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","BRA","Brazil","2012","2012",15.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","BRA","Brazil","2012","2012",16.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","CHL","Chile","2008","2008",176.7,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","CHL","Chile","2012","2012",175.7,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","CHL","Chile","2008","2008",13,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","CHL","Chile","2012","2012",15,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","CHL","Chile","2008","2008",14,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","CHL","Chile","2012","2012",13.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","CHN","China (People's Republic of)","2012","2012",174,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","CHN","China (People's Republic of)","2012","2012",14.2,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","CHN","China (People's Republic of)","2012","2012",36.1,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","EST","Estonia","2008","2008",230.1,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","EST","Estonia","2012","2012",242.8,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","EST","Estonia","2008","2008",25.4,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","EST","Estonia","2012","2012",27.2,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","EST","Estonia","2008","2008",30.5,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","EST","Estonia","2012","2012",24.4,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","IND","India","2012","2012",94,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","IND","India","2012","2012",6.1,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","IND","India","2012","2012",6.9,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","IDN","Indonesia","2012","2012",133.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","IDN","Indonesia","2012","2012",12.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","IDN","Indonesia","2012","2012",16.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ISR","Israel","2008","2008",288.3,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ISR","Israel","2012","2012",283.2,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ISR","Israel","2008","2008",40.4,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ISR","Israel","2012","2012",35.9,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ISR","Israel","2008","2008",23.8,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ISR","Israel","2012","2012",21.2,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","RUS","Russia","2012","2012",204.3,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","RUS","Russia","2012","2012",24.5,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","RUS","Russia","2012","2012",24,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","SVN","Slovenia","2008","2008",264.8,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","SVN","Slovenia","2012","2012",296.3,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","SVN","Slovenia","2008","2008",35.5,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","SVN","Slovenia","2012","2012",37,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","SVN","Slovenia","2008","2008",31.5,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","SVN","Slovenia","2012","2012",33.9,,
"CANCTOCA","Malignant neoplasms","PERCMTTX","Incidence per 100 000 population","ZAF","South Africa","2012","2012",187.1,,
"CANCCOLC","Malignant neoplasms of colon","PERCMTTX","Incidence per 100 000 population","ZAF","South Africa","2012","2012",11.9,,
"CANCLUNC","Malignant neoplasms of lung","PERCMTTX","Incidence per 100 000 population","ZAF","South Africa","2012","2012",18.5,,
"CANCTOCA","Malignant neoplasms","INCITFTF","Incidence per 100 000 females","AUS","Australia","2002","2002",276.8,,
"CANCTOCA","Malignant neoplasms","INCITFTF","Incidence per 100 000 females","AUS","Australia","2008","2008",274.4,,
"CANCTOCA","Malignant neoplasms","INCITFTF","Incidence per 100 000 females","AUS","Australia","2012","2012",278.6,,
"CANCCOLC","Malignant neoplasms of colon","INCITFTF","Incidence per 100 000 females","AUS","Australia","2002","2002",35.9,,
